epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,827.485,1.12543,2.02749,1.80213,1.0133,0.61318,0.3127,0.34096,0.22745,0.61906,0.30891,0.33405,0.17723,1.26053,2.27402,2.0908,1.1236,0.00026742,0.00026742,0.00026742
128,833.884,1.1343,2.08758,1.83773,1.00756,0.61282,0.3111,0.34273,0.22844,0.61205,0.30803,0.33419,0.17552,1.25658,2.25178,2.09172,1.11839,0.000256312,0.000256312,0.000256312
129,840.386,1.07084,1.96377,1.72795,0.99125,0.6101,0.30609,0.34247,0.2299,0.60595,0.30222,0.33363,0.1755,1.25328,2.23152,2.09229,1.11732,0.000245205,0.000245205,0.000245205
130,846.712,1.07483,1.9528,1.72767,0.98681,0.57957,0.31913,0.34328,0.22757,0.5541,0.31223,0.32925,0.17312,1.25197,2.21876,2.10708,1.11603,0.000234097,0.000234097,0.000234097
131,853.076,1.02411,1.87228,1.64842,0.96277,0.59737,0.31564,0.33928,0.22495,0.58056,0.3051,0.32703,0.17205,1.24317,2.21981,2.09869,1.1069,0.000222989,0.000222989,0.000222989
132,859.424,1.07395,1.95617,1.71596,0.99244,0.64092,0.30887,0.33924,0.22694,0.58416,0.30745,0.32767,0.17348,1.23222,2.2311,2.07261,1.10615,0.000211881,0.000211881,0.000211881
133,865.654,1.03792,1.84231,1.67337,0.96465,0.64177,0.31552,0.34355,0.23176,0.61859,0.30599,0.33155,0.17792,1.22791,2.24394,2.04956,1.10457,0.000200773,0.000200773,0.000200773
134,871.972,1.06584,1.95276,1.72244,0.9756,0.63198,0.31734,0.34532,0.23309,0.60471,0.30837,0.33234,0.17817,1.23511,2.25805,2.04333,1.1056,0.000189666,0.000189666,0.000189666
135,878.335,1.07222,1.98159,1.72771,0.98203,0.61655,0.32381,0.3477,0.23256,0.59501,0.31424,0.33559,0.17946,1.23234,2.26871,2.0423,1.10268,0.000178558,0.000178558,0.000178558
136,884.517,1.05277,2.01266,1.67602,0.97985,0.61137,0.32644,0.35039,0.2324,0.62203,0.3141,0.3378,0.17837,1.22909,2.27024,2.0354,1.10052,0.00016745,0.00016745,0.00016745
137,890.828,1.02358,1.85506,1.61757,0.9673,0.61428,0.32994,0.35172,0.23195,0.60259,0.3203,0.33703,0.17836,1.22295,2.25832,2.04167,1.09535,0.000156342,0.000156342,0.000156342
138,897.201,0.99728,1.81173,1.64335,0.95986,0.57799,0.33199,0.34817,0.23064,0.60637,0.32035,0.33737,0.17744,1.21497,2.25466,2.03254,1.09181,0.000145235,0.000145235,0.000145235
139,903.554,1.0832,1.97494,1.73006,0.997,0.56373,0.33403,0.34897,0.23098,0.54812,0.3241,0.33507,0.17619,1.22863,2.25399,2.05889,1.10077,0.000134127,0.000134127,0.000134127
140,909.958,1.00994,1.85968,1.60937,0.96323,0.56451,0.32655,0.34924,0.23106,0.63686,0.30042,0.33575,0.17571,1.24402,2.24545,2.06635,1.11012,0.000123019,0.000123019,0.000123019
141,953.734,1.02168,1.90546,1.66934,0.94898,0.61368,0.30832,0.34654,0.22956,0.61685,0.30042,0.33243,0.1747,1.24815,2.25467,2.06282,1.11185,0.000111911,0.000111911,0.000111911
142,959.804,1.01902,1.94634,1.67955,0.96391,0.60587,0.31094,0.34544,0.22803,0.63681,0.29275,0.33244,0.17376,1.25288,2.25972,2.06566,1.11868,0.000100803,0.000100803,0.000100803
143,965.833,0.94944,1.74378,1.51013,0.9276,0.56303,0.32029,0.34308,0.22743,0.62099,0.29837,0.33109,0.17375,1.26262,2.25756,2.09219,1.12732,8.96957e-05,8.96957e-05,8.96957e-05
144,971.746,0.98014,1.7893,1.56296,0.94736,0.5567,0.32232,0.34105,0.22739,0.63612,0.29773,0.33458,0.17418,1.26368,2.25856,2.09348,1.12573,7.85879e-05,7.85879e-05,7.85879e-05
145,977.702,0.93502,1.70308,1.47819,0.92734,0.55176,0.3265,0.339,0.2276,0.54523,0.31804,0.33346,0.17233,1.24193,2.26248,2.08706,1.11392,6.74802e-05,6.74802e-05,6.74802e-05
146,983.463,0.95093,1.79261,1.55651,0.93765,0.55521,0.32526,0.33935,0.22848,0.56275,0.3111,0.3316,0.17259,1.2415,2.26864,2.09042,1.11577,5.63724e-05,5.63724e-05,5.63724e-05
147,989.324,0.94063,1.73186,1.49587,0.92841,0.56422,0.3238,0.33871,0.22801,0.55188,0.31388,0.33015,0.17236,1.24032,2.27378,2.08209,1.11816,4.52646e-05,4.52646e-05,4.52646e-05
148,995.127,0.96862,1.79722,1.53751,0.93538,0.56551,0.31942,0.33738,0.228,0.54731,0.31329,0.33019,0.17268,1.24355,2.27939,2.08387,1.12107,3.41568e-05,3.41568e-05,3.41568e-05
149,1000.91,1.01181,1.8909,1.65093,0.95464,0.56296,0.32146,0.33886,0.22767,0.5725,0.30891,0.32703,0.17201,1.2427,2.28409,2.08196,1.12154,2.30491e-05,2.30491e-05,2.30491e-05
150,1006.66,0.95207,1.75757,1.49464,0.92223,0.59538,0.31456,0.33996,0.22761,0.57918,0.30949,0.32978,0.17235,1.24434,2.28917,2.08448,1.1218,1.19413e-05,1.19413e-05,1.19413e-05
